code=32, textureId=0, prespace=0, width=8, advance=8, top=(1, 1), bottom=(9, 17)
code=57854, textureId=13, prespace=0, width=19, advance=19, top=(379, 385), bottom=(398, 401)
code=57855, textureId=13, prespace=0, width=16, advance=16, top=(398, 385), bottom=(414, 401)
code=57856, textureId=13, prespace=0, width=15, advance=15, top=(414, 385), bottom=(429, 401)
code=57857, textureId=13, prespace=0, width=16, advance=16, top=(429, 385), bottom=(445, 401)
code=57858, textureId=13, prespace=0, width=18, advance=18, top=(445, 385), bottom=(463, 401)
code=57859, textureId=13, prespace=0, width=17, advance=17, top=(463, 385), bottom=(480, 401)
code=57860, textureId=13, prespace=0, width=17, advance=17, top=(480, 385), bottom=(497, 401)
code=57861, textureId=13, prespace=0, width=15, advance=15, top=(497, 385), bottom=(512, 401)
code=57862, textureId=13, prespace=0, width=7, advance=7, top=(1, 401), bottom=(8, 417)
code=57863, textureId=13, prespace=0, width=9, advance=9, top=(8, 401), bottom=(17, 417)
code=57864, textureId=13, prespace=0, width=8, advance=8, top=(17, 401), bottom=(25, 417)
code=57865, textureId=13, prespace=0, width=9, advance=9, top=(25, 401), bottom=(34, 417)
code=57866, textureId=13, prespace=0, width=9, advance=9, top=(34, 401), bottom=(43, 417)
code=57867, textureId=13, prespace=0, width=9, advance=9, top=(43, 401), bottom=(52, 417)
code=57868, textureId=13, prespace=0, width=19, advance=19, top=(52, 401), bottom=(71, 417)
code=57869, textureId=13, prespace=0, width=19, advance=19, top=(71, 401), bottom=(90, 417)
code=57870, textureId=13, prespace=0, width=19, advance=19, top=(90, 401), bottom=(109, 417)
code=57871, textureId=13, prespace=0, width=12, advance=12, top=(109, 401), bottom=(121, 417)
code=57872, textureId=13, prespace=0, width=12, advance=12, top=(121, 401), bottom=(133, 417)
code=57873, textureId=13, prespace=0, width=12, advance=12, top=(133, 401), bottom=(145, 417)
code=57874, textureId=13, prespace=0, width=12, advance=12, top=(145, 401), bottom=(157, 417)
code=57875, textureId=13, prespace=0, width=15, advance=15, top=(157, 401), bottom=(172, 417)
code=57876, textureId=13, prespace=0, width=15, advance=15, top=(172, 401), bottom=(187, 417)
code=57877, textureId=13, prespace=0, width=16, advance=16, top=(187, 401), bottom=(203, 417)
code=57878, textureId=13, prespace=0, width=15, advance=15, top=(203, 401), bottom=(218, 417)
code=57879, textureId=13, prespace=0, width=16, advance=16, top=(218, 401), bottom=(234, 417)
code=57880, textureId=13, prespace=0, width=15, advance=15, top=(234, 401), bottom=(249, 417)
code=57881, textureId=13, prespace=0, width=16, advance=16, top=(249, 401), bottom=(265, 417)
code=57882, textureId=13, prespace=0, width=15, advance=15, top=(265, 401), bottom=(280, 417)
code=57883, textureId=13, prespace=0, width=16, advance=16, top=(280, 401), bottom=(296, 417)
code=57884, textureId=13, prespace=0, width=15, advance=15, top=(296, 401), bottom=(311, 417)
code=57885, textureId=13, prespace=0, width=16, advance=16, top=(311, 401), bottom=(327, 417)
code=57886, textureId=13, prespace=0, width=16, advance=16, top=(327, 401), bottom=(343, 417)
code=57887, textureId=13, prespace=0, width=16, advance=16, top=(343, 401), bottom=(359, 417)
code=57888, textureId=13, prespace=0, width=16, advance=16, top=(359, 401), bottom=(375, 417)
code=57889, textureId=13, prespace=0, width=16, advance=16, top=(375, 401), bottom=(391, 417)
code=57890, textureId=13, prespace=0, width=16, advance=16, top=(391, 401), bottom=(407, 417)
code=57891, textureId=13, prespace=0, width=16, advance=16, top=(407, 401), bottom=(423, 417)
code=57892, textureId=13, prespace=0, width=12, advance=12, top=(423, 401), bottom=(435, 417)
code=57893, textureId=13, prespace=0, width=19, advance=19, top=(435, 401), bottom=(454, 417)
code=57894, textureId=13, prespace=0, width=16, advance=16, top=(454, 401), bottom=(470, 417)
code=57895, textureId=13, prespace=0, width=16, advance=16, top=(470, 401), bottom=(486, 417)
code=57896, textureId=13, prespace=0, width=4, advance=4, top=(486, 401), bottom=(490, 417)
code=57897, textureId=13, prespace=0, width=11, advance=11, top=(490, 401), bottom=(501, 417)
code=57898, textureId=13, prespace=0, width=11, advance=11, top=(501, 401), bottom=(512, 417)
code=57899, textureId=13, prespace=0, width=11, advance=11, top=(1, 417), bottom=(12, 433)
code=57900, textureId=13, prespace=0, width=11, advance=11, top=(12, 417), bottom=(23, 433)
code=57901, textureId=13, prespace=0, width=11, advance=11, top=(23, 417), bottom=(34, 433)
code=57902, textureId=13, prespace=0, width=11, advance=11, top=(34, 417), bottom=(45, 433)
code=57903, textureId=13, prespace=0, width=11, advance=11, top=(45, 417), bottom=(56, 433)
code=57904, textureId=13, prespace=0, width=16, advance=16, top=(56, 417), bottom=(72, 433)
code=57905, textureId=13, prespace=0, width=16, advance=16, top=(72, 417), bottom=(88, 433)
code=57906, textureId=13, prespace=0, width=16, advance=16, top=(88, 417), bottom=(104, 433)
code=57907, textureId=13, prespace=0, width=16, advance=16, top=(104, 417), bottom=(120, 433)
code=57908, textureId=13, prespace=0, width=16, advance=16, top=(120, 417), bottom=(136, 433)
code=57909, textureId=13, prespace=0, width=16, advance=16, top=(136, 417), bottom=(152, 433)
code=57910, textureId=13, prespace=0, width=8, advance=8, top=(152, 417), bottom=(160, 433)
code=57911, textureId=13, prespace=0, width=16, advance=16, top=(160, 417), bottom=(176, 433)
code=57912, textureId=13, prespace=0, width=16, advance=16, top=(176, 417), bottom=(192, 433)
code=57913, textureId=13, prespace=0, width=12, advance=12, top=(192, 417), bottom=(204, 433)
code=57914, textureId=13, prespace=0, width=12, advance=12, top=(204, 417), bottom=(216, 433)
code=57915, textureId=13, prespace=0, width=16, advance=16, top=(216, 417), bottom=(232, 433)
code=57916, textureId=13, prespace=0, width=16, advance=16, top=(232, 417), bottom=(248, 433)
code=57917, textureId=13, prespace=0, width=16, advance=16, top=(248, 417), bottom=(264, 433)
code=57918, textureId=13, prespace=0, width=16, advance=16, top=(264, 417), bottom=(280, 433)
code=57919, textureId=13, prespace=0, width=16, advance=16, top=(280, 417), bottom=(296, 433)
code=57920, textureId=13, prespace=0, width=16, advance=16, top=(296, 417), bottom=(312, 433)
code=57921, textureId=13, prespace=0, width=19, advance=19, top=(312, 417), bottom=(331, 433)
code=57922, textureId=13, prespace=0, width=19, advance=19, top=(331, 417), bottom=(350, 433)
code=57923, textureId=13, prespace=0, width=19, advance=19, top=(350, 417), bottom=(369, 433)
code=57924, textureId=13, prespace=0, width=15, advance=15, top=(369, 417), bottom=(384, 433)
code=57925, textureId=13, prespace=0, width=15, advance=15, top=(384, 417), bottom=(399, 433)
code=57926, textureId=13, prespace=0, width=15, advance=15, top=(399, 417), bottom=(414, 433)
code=57927, textureId=13, prespace=0, width=15, advance=15, top=(414, 417), bottom=(429, 433)
code=57928, textureId=13, prespace=0, width=12, advance=12, top=(429, 417), bottom=(441, 433)
code=57929, textureId=13, prespace=0, width=12, advance=12, top=(441, 417), bottom=(453, 433)
code=57930, textureId=13, prespace=0, width=12, advance=12, top=(453, 417), bottom=(465, 433)
code=57931, textureId=13, prespace=0, width=12, advance=12, top=(465, 417), bottom=(477, 433)
code=57932, textureId=13, prespace=0, width=12, advance=12, top=(477, 417), bottom=(489, 433)
code=57933, textureId=13, prespace=0, width=12, advance=12, top=(489, 417), bottom=(501, 433)
code=57934, textureId=13, prespace=0, width=16, advance=16, top=(1, 433), bottom=(17, 449)
code=57935, textureId=13, prespace=0, width=16, advance=16, top=(17, 433), bottom=(33, 449)
code=57936, textureId=13, prespace=0, width=12, advance=12, top=(33, 433), bottom=(45, 449)
code=57937, textureId=13, prespace=0, width=12, advance=12, top=(45, 433), bottom=(57, 449)
code=57938, textureId=13, prespace=0, width=12, advance=12, top=(57, 433), bottom=(69, 449)
code=57939, textureId=13, prespace=0, width=12, advance=12, top=(69, 433), bottom=(81, 449)
code=57940, textureId=13, prespace=0, width=12, advance=12, top=(81, 433), bottom=(93, 449)
code=57941, textureId=13, prespace=0, width=12, advance=12, top=(93, 433), bottom=(105, 449)
code=57942, textureId=13, prespace=0, width=12, advance=12, top=(105, 433), bottom=(117, 449)
code=57943, textureId=13, prespace=0, width=10, advance=10, top=(117, 433), bottom=(127, 449)
code=57944, textureId=13, prespace=0, width=12, advance=12, top=(127, 433), bottom=(139, 449)
code=57945, textureId=13, prespace=0, width=11, advance=11, top=(139, 433), bottom=(150, 449)
code=57946, textureId=13, prespace=0, width=12, advance=12, top=(150, 433), bottom=(162, 449)
code=57947, textureId=13, prespace=0, width=12, advance=12, top=(162, 433), bottom=(174, 449)
code=57948, textureId=13, prespace=0, width=12, advance=12, top=(174, 433), bottom=(186, 449)
code=57949, textureId=13, prespace=0, width=12, advance=12, top=(186, 433), bottom=(198, 449)
code=57950, textureId=13, prespace=0, width=12, advance=12, top=(198, 433), bottom=(210, 449)
code=57951, textureId=13, prespace=0, width=6, advance=6, top=(210, 433), bottom=(216, 449)
code=57952, textureId=13, prespace=0, width=6, advance=6, top=(216, 433), bottom=(222, 449)
code=57953, textureId=13, prespace=0, width=6, advance=6, top=(222, 433), bottom=(228, 449)
code=57954, textureId=13, prespace=0, width=6, advance=6, top=(228, 433), bottom=(234, 449)
code=57955, textureId=13, prespace=0, width=6, advance=6, top=(234, 433), bottom=(240, 449)
code=57956, textureId=13, prespace=0, width=6, advance=6, top=(240, 433), bottom=(246, 449)
code=57957, textureId=13, prespace=0, width=6, advance=6, top=(246, 433), bottom=(252, 449)
code=57958, textureId=13, prespace=0, width=6, advance=6, top=(252, 433), bottom=(258, 449)
code=57959, textureId=13, prespace=0, width=6, advance=6, top=(258, 433), bottom=(264, 449)
code=57960, textureId=13, prespace=0, width=6, advance=6, top=(264, 433), bottom=(270, 449)
code=57961, textureId=13, prespace=0, width=12, advance=12, top=(270, 433), bottom=(282, 449)
code=57962, textureId=13, prespace=0, width=20, advance=20, top=(282, 433), bottom=(302, 449)
code=57963, textureId=13, prespace=0, width=4, advance=4, top=(302, 433), bottom=(306, 449)
code=57964, textureId=13, prespace=0, width=4, advance=4, top=(306, 433), bottom=(310, 449)
code=57965, textureId=13, prespace=0, width=16, advance=16, top=(310, 433), bottom=(326, 449)
code=57966, textureId=13, prespace=0, width=20, advance=20, top=(326, 433), bottom=(346, 449)
code=57967, textureId=13, prespace=0, width=20, advance=20, top=(346, 433), bottom=(366, 449)
code=57968, textureId=13, prespace=0, width=20, advance=20, top=(366, 433), bottom=(386, 449)
code=57969, textureId=13, prespace=0, width=20, advance=20, top=(386, 433), bottom=(406, 449)
code=57970, textureId=13, prespace=0, width=16, advance=16, top=(406, 433), bottom=(422, 449)
code=57971, textureId=13, prespace=0, width=16, advance=16, top=(422, 433), bottom=(438, 449)
code=57972, textureId=13, prespace=0, width=16, advance=16, top=(438, 433), bottom=(454, 449)
code=57973, textureId=13, prespace=0, width=16, advance=16, top=(454, 433), bottom=(470, 449)
code=57974, textureId=13, prespace=0, width=16, advance=16, top=(470, 433), bottom=(486, 449)
code=57975, textureId=13, prespace=0, width=16, advance=16, top=(486, 433), bottom=(502, 449)
code=57976, textureId=13, prespace=0, width=16, advance=16, top=(1, 449), bottom=(17, 465)
code=57977, textureId=13, prespace=0, width=16, advance=16, top=(17, 449), bottom=(33, 465)
code=57978, textureId=13, prespace=0, width=16, advance=16, top=(33, 449), bottom=(49, 465)
code=57979, textureId=13, prespace=0, width=16, advance=16, top=(49, 449), bottom=(65, 465)
code=57980, textureId=13, prespace=0, width=16, advance=16, top=(65, 449), bottom=(81, 465)
code=57981, textureId=13, prespace=0, width=16, advance=16, top=(81, 449), bottom=(97, 465)
code=57982, textureId=13, prespace=0, width=12, advance=12, top=(97, 449), bottom=(109, 465)
code=57983, textureId=13, prespace=0, width=12, advance=12, top=(109, 449), bottom=(121, 465)
code=57984, textureId=13, prespace=0, width=17, advance=17, top=(121, 449), bottom=(138, 465)
code=57985, textureId=13, prespace=0, width=19, advance=19, top=(138, 449), bottom=(157, 465)
code=57986, textureId=13, prespace=0, width=15, advance=15, top=(157, 449), bottom=(172, 465)
code=57987, textureId=13, prespace=0, width=15, advance=15, top=(172, 449), bottom=(187, 465)
code=57988, textureId=13, prespace=0, width=17, advance=17, top=(187, 449), bottom=(204, 465)
code=57989, textureId=13, prespace=0, width=17, advance=17, top=(204, 449), bottom=(221, 465)
code=57990, textureId=13, prespace=0, width=17, advance=17, top=(221, 449), bottom=(238, 465)
code=57991, textureId=13, prespace=0, width=17, advance=17, top=(238, 449), bottom=(255, 465)
code=57992, textureId=13, prespace=0, width=17, advance=17, top=(255, 449), bottom=(272, 465)
code=57993, textureId=13, prespace=0, width=17, advance=17, top=(272, 449), bottom=(289, 465)
code=57994, textureId=13, prespace=0, width=17, advance=17, top=(289, 449), bottom=(306, 465)
code=57995, textureId=13, prespace=0, width=17, advance=17, top=(306, 449), bottom=(323, 465)
code=57996, textureId=13, prespace=0, width=17, advance=17, top=(323, 449), bottom=(340, 465)
code=57997, textureId=13, prespace=0, width=17, advance=17, top=(340, 449), bottom=(357, 465)
code=57998, textureId=13, prespace=0, width=19, advance=19, top=(357, 449), bottom=(376, 465)
code=57999, textureId=13, prespace=0, width=15, advance=15, top=(376, 449), bottom=(391, 465)
code=58000, textureId=13, prespace=0, width=15, advance=15, top=(391, 449), bottom=(406, 465)
code=58001, textureId=13, prespace=0, width=15, advance=15, top=(406, 449), bottom=(421, 465)
code=58002, textureId=13, prespace=0, width=15, advance=15, top=(421, 449), bottom=(436, 465)
code=58003, textureId=13, prespace=0, width=16, advance=16, top=(436, 449), bottom=(452, 465)
code=58004, textureId=13, prespace=0, width=15, advance=15, top=(452, 449), bottom=(467, 465)
code=58005, textureId=13, prespace=0, width=15, advance=15, top=(467, 449), bottom=(482, 465)
code=58006, textureId=13, prespace=0, width=19, advance=19, top=(482, 449), bottom=(501, 465)
code=58007, textureId=13, prespace=0, width=15, advance=15, top=(1, 465), bottom=(16, 481)
code=58008, textureId=13, prespace=0, width=15, advance=15, top=(16, 465), bottom=(31, 481)
code=58009, textureId=13, prespace=0, width=15, advance=15, top=(31, 465), bottom=(46, 481)
code=58010, textureId=13, prespace=0, width=16, advance=16, top=(46, 465), bottom=(62, 481)
code=58011, textureId=13, prespace=0, width=15, advance=15, top=(62, 465), bottom=(77, 481)
code=58012, textureId=13, prespace=0, width=12, advance=12, top=(77, 465), bottom=(89, 481)
code=58013, textureId=13, prespace=0, width=12, advance=12, top=(89, 465), bottom=(101, 481)
code=58014, textureId=13, prespace=0, width=15, advance=15, top=(101, 465), bottom=(116, 481)
code=58015, textureId=13, prespace=0, width=15, advance=15, top=(116, 465), bottom=(131, 481)
code=58016, textureId=13, prespace=0, width=8, advance=8, top=(131, 465), bottom=(139, 481)
code=58017, textureId=13, prespace=0, width=8, advance=8, top=(139, 465), bottom=(147, 481)
code=58018, textureId=13, prespace=0, width=8, advance=8, top=(147, 465), bottom=(155, 481)
code=58019, textureId=13, prespace=0, width=8, advance=8, top=(155, 465), bottom=(163, 481)
code=58020, textureId=13, prespace=0, width=16, advance=16, top=(163, 465), bottom=(179, 481)
code=58021, textureId=13, prespace=0, width=16, advance=16, top=(179, 465), bottom=(195, 481)
code=58022, textureId=13, prespace=0, width=16, advance=16, top=(195, 465), bottom=(211, 481)
code=58023, textureId=13, prespace=0, width=16, advance=16, top=(211, 465), bottom=(227, 481)
code=58024, textureId=13, prespace=0, width=16, advance=16, top=(227, 465), bottom=(243, 481)
code=58025, textureId=13, prespace=0, width=16, advance=16, top=(243, 465), bottom=(259, 481)
code=58026, textureId=13, prespace=0, width=16, advance=16, top=(259, 465), bottom=(275, 481)
code=58027, textureId=13, prespace=0, width=16, advance=16, top=(275, 465), bottom=(291, 481)
code=58028, textureId=13, prespace=0, width=15, advance=15, top=(291, 465), bottom=(306, 481)
code=58029, textureId=13, prespace=0, width=15, advance=15, top=(306, 465), bottom=(321, 481)
code=58030, textureId=13, prespace=0, width=15, advance=15, top=(321, 465), bottom=(336, 481)
code=58031, textureId=13, prespace=0, width=15, advance=15, top=(336, 465), bottom=(351, 481)
code=58032, textureId=13, prespace=0, width=15, advance=15, top=(351, 465), bottom=(366, 481)
code=58033, textureId=13, prespace=0, width=15, advance=15, top=(366, 465), bottom=(381, 481)
code=58034, textureId=13, prespace=0, width=15, advance=15, top=(381, 465), bottom=(396, 481)
code=58035, textureId=13, prespace=0, width=15, advance=15, top=(396, 465), bottom=(411, 481)
code=58036, textureId=13, prespace=0, width=15, advance=15, top=(411, 465), bottom=(426, 481)
code=58037, textureId=13, prespace=0, width=15, advance=15, top=(426, 465), bottom=(441, 481)
code=58038, textureId=13, prespace=0, width=9, advance=9, top=(441, 465), bottom=(450, 481)
code=58039, textureId=13, prespace=0, width=9, advance=9, top=(450, 465), bottom=(459, 481)
code=58040, textureId=13, prespace=0, width=7, advance=7, top=(459, 465), bottom=(466, 481)
code=58041, textureId=13, prespace=0, width=7, advance=7, top=(466, 465), bottom=(473, 481)
code=58042, textureId=13, prespace=0, width=15, advance=15, top=(473, 465), bottom=(488, 481)
code=58043, textureId=13, prespace=0, width=15, advance=15, top=(488, 465), bottom=(503, 481)
code=58044, textureId=13, prespace=0, width=7, advance=7, top=(503, 465), bottom=(510, 481)
code=58045, textureId=13, prespace=0, width=7, advance=7, top=(1, 481), bottom=(8, 497)
code=58046, textureId=13, prespace=0, width=16, advance=16, top=(8, 481), bottom=(24, 497)
code=58047, textureId=13, prespace=0, width=16, advance=16, top=(24, 481), bottom=(40, 497)
code=58048, textureId=13, prespace=0, width=15, advance=15, top=(40, 481), bottom=(55, 497)
code=58049, textureId=13, prespace=0, width=11, advance=11, top=(55, 481), bottom=(66, 497)
code=58050, textureId=13, prespace=0, width=11, advance=11, top=(66, 481), bottom=(77, 497)
code=58051, textureId=13, prespace=0, width=11, advance=11, top=(77, 481), bottom=(88, 497)
code=58052, textureId=13, prespace=0, width=11, advance=11, top=(88, 481), bottom=(99, 497)
code=58053, textureId=13, prespace=0, width=11, advance=11, top=(99, 481), bottom=(110, 497)
code=58054, textureId=13, prespace=0, width=11, advance=11, top=(110, 481), bottom=(121, 497)
code=58055, textureId=13, prespace=0, width=11, advance=11, top=(121, 481), bottom=(132, 497)
code=58056, textureId=13, prespace=0, width=11, advance=11, top=(132, 481), bottom=(143, 497)
code=58057, textureId=13, prespace=0, width=11, advance=11, top=(143, 481), bottom=(154, 497)
code=58058, textureId=13, prespace=0, width=11, advance=11, top=(154, 481), bottom=(165, 497)
code=58059, textureId=13, prespace=0, width=11, advance=11, top=(165, 481), bottom=(176, 497)
code=58060, textureId=13, prespace=0, width=11, advance=11, top=(176, 481), bottom=(187, 497)
code=58061, textureId=13, prespace=0, width=11, advance=11, top=(187, 481), bottom=(198, 497)
code=58062, textureId=13, prespace=0, width=11, advance=11, top=(198, 481), bottom=(209, 497)
code=58063, textureId=13, prespace=0, width=11, advance=11, top=(209, 481), bottom=(220, 497)
code=58064, textureId=13, prespace=0, width=11, advance=11, top=(220, 481), bottom=(231, 497)
code=58065, textureId=13, prespace=0, width=11, advance=11, top=(231, 481), bottom=(242, 497)
code=58066, textureId=13, prespace=0, width=11, advance=11, top=(242, 481), bottom=(253, 497)
code=58067, textureId=13, prespace=0, width=11, advance=11, top=(253, 481), bottom=(264, 497)
code=58068, textureId=13, prespace=0, width=11, advance=11, top=(264, 481), bottom=(275, 497)
code=58069, textureId=13, prespace=0, width=11, advance=11, top=(275, 481), bottom=(286, 497)
code=58070, textureId=13, prespace=0, width=11, advance=11, top=(286, 481), bottom=(297, 497)
code=58071, textureId=13, prespace=0, width=11, advance=11, top=(297, 481), bottom=(308, 497)
code=58072, textureId=13, prespace=0, width=11, advance=11, top=(308, 481), bottom=(319, 497)
code=58073, textureId=13, prespace=0, width=11, advance=11, top=(319, 481), bottom=(330, 497)
code=58074, textureId=13, prespace=0, width=11, advance=11, top=(330, 481), bottom=(341, 497)
code=58075, textureId=13, prespace=0, width=11, advance=11, top=(341, 481), bottom=(352, 497)
code=58076, textureId=13, prespace=0, width=11, advance=11, top=(352, 481), bottom=(363, 497)
code=58077, textureId=13, prespace=0, width=11, advance=11, top=(363, 481), bottom=(374, 497)
code=58078, textureId=13, prespace=0, width=11, advance=11, top=(374, 481), bottom=(385, 497)
code=58079, textureId=13, prespace=0, width=15, advance=15, top=(385, 481), bottom=(400, 497)
code=58080, textureId=13, prespace=0, width=11, advance=11, top=(400, 481), bottom=(411, 497)
code=58081, textureId=13, prespace=0, width=11, advance=11, top=(411, 481), bottom=(422, 497)
code=58082, textureId=13, prespace=0, width=11, advance=11, top=(422, 481), bottom=(433, 497)
code=58083, textureId=13, prespace=0, width=11, advance=11, top=(433, 481), bottom=(444, 497)
code=58084, textureId=13, prespace=0, width=11, advance=11, top=(444, 481), bottom=(455, 497)
code=58085, textureId=13, prespace=0, width=11, advance=11, top=(455, 481), bottom=(466, 497)
code=58086, textureId=13, prespace=0, width=11, advance=11, top=(466, 481), bottom=(477, 497)
code=58087, textureId=13, prespace=0, width=11, advance=11, top=(477, 481), bottom=(488, 497)
code=58088, textureId=13, prespace=0, width=11, advance=11, top=(488, 481), bottom=(499, 497)
code=58089, textureId=13, prespace=0, width=11, advance=11, top=(499, 481), bottom=(510, 497)
code=58091, textureId=14, prespace=0, width=11, advance=11, top=(1, 1), bottom=(12, 17)
code=58092, textureId=14, prespace=0, width=11, advance=11, top=(12, 1), bottom=(23, 17)
code=58093, textureId=14, prespace=0, width=11, advance=11, top=(23, 1), bottom=(34, 17)
code=58094, textureId=14, prespace=0, width=11, advance=11, top=(34, 1), bottom=(45, 17)
code=58095, textureId=14, prespace=0, width=11, advance=11, top=(45, 1), bottom=(56, 17)
code=58096, textureId=14, prespace=0, width=15, advance=15, top=(56, 1), bottom=(71, 17)
code=58097, textureId=14, prespace=0, width=15, advance=15, top=(71, 1), bottom=(86, 17)
code=58098, textureId=14, prespace=0, width=15, advance=15, top=(86, 1), bottom=(101, 17)
code=58099, textureId=14, prespace=0, width=15, advance=15, top=(101, 1), bottom=(116, 17)
code=58100, textureId=14, prespace=0, width=15, advance=15, top=(116, 1), bottom=(131, 17)
code=58101, textureId=14, prespace=0, width=16, advance=16, top=(131, 1), bottom=(147, 17)
code=58102, textureId=14, prespace=0, width=15, advance=15, top=(147, 1), bottom=(162, 17)
code=58103, textureId=14, prespace=0, width=15, advance=15, top=(162, 1), bottom=(177, 17)
code=58104, textureId=14, prespace=0, width=9, advance=9, top=(177, 1), bottom=(186, 17)
code=58105, textureId=14, prespace=0, width=7, advance=7, top=(186, 1), bottom=(193, 17)
code=58106, textureId=14, prespace=0, width=8, advance=8, top=(193, 1), bottom=(201, 17)
code=58107, textureId=14, prespace=0, width=8, advance=8, top=(201, 1), bottom=(209, 17)
code=58108, textureId=14, prespace=0, width=15, advance=15, top=(209, 1), bottom=(224, 17)
code=58109, textureId=14, prespace=0, width=15, advance=15, top=(224, 1), bottom=(239, 17)
code=58110, textureId=14, prespace=0, width=15, advance=15, top=(239, 1), bottom=(254, 17)
code=58111, textureId=14, prespace=0, width=16, advance=16, top=(254, 1), bottom=(270, 17)
code=58112, textureId=14, prespace=0, width=16, advance=16, top=(270, 1), bottom=(286, 17)
code=58113, textureId=14, prespace=0, width=16, advance=16, top=(286, 1), bottom=(302, 17)
code=58114, textureId=14, prespace=0, width=16, advance=16, top=(302, 1), bottom=(318, 17)
code=58115, textureId=14, prespace=0, width=16, advance=16, top=(318, 1), bottom=(334, 17)
code=58116, textureId=14, prespace=0, width=16, advance=16, top=(334, 1), bottom=(350, 17)
code=58117, textureId=14, prespace=0, width=16, advance=16, top=(350, 1), bottom=(366, 17)
code=58118, textureId=14, prespace=0, width=16, advance=16, top=(366, 1), bottom=(382, 17)
code=58119, textureId=14, prespace=0, width=16, advance=16, top=(382, 1), bottom=(398, 17)
code=58120, textureId=14, prespace=0, width=16, advance=16, top=(398, 1), bottom=(414, 17)
code=58121, textureId=14, prespace=0, width=16, advance=16, top=(414, 1), bottom=(430, 17)
code=58122, textureId=14, prespace=0, width=16, advance=16, top=(430, 1), bottom=(446, 17)
code=58123, textureId=14, prespace=0, width=16, advance=16, top=(446, 1), bottom=(462, 17)
code=58124, textureId=14, prespace=0, width=16, advance=16, top=(462, 1), bottom=(478, 17)
code=58125, textureId=14, prespace=0, width=16, advance=16, top=(478, 1), bottom=(494, 17)
code=58126, textureId=14, prespace=0, width=16, advance=16, top=(494, 1), bottom=(510, 17)
code=58127, textureId=14, prespace=0, width=16, advance=16, top=(1, 17), bottom=(17, 33)
code=58128, textureId=14, prespace=0, width=16, advance=16, top=(17, 17), bottom=(33, 33)
code=58129, textureId=14, prespace=0, width=16, advance=16, top=(33, 17), bottom=(49, 33)
code=58130, textureId=14, prespace=0, width=16, advance=16, top=(49, 17), bottom=(65, 33)
code=58131, textureId=14, prespace=0, width=16, advance=16, top=(65, 17), bottom=(81, 33)
code=58132, textureId=14, prespace=0, width=16, advance=16, top=(81, 17), bottom=(97, 33)
code=58133, textureId=14, prespace=0, width=16, advance=16, top=(97, 17), bottom=(113, 33)
code=58134, textureId=14, prespace=0, width=16, advance=16, top=(113, 17), bottom=(129, 33)
code=58135, textureId=14, prespace=0, width=16, advance=16, top=(129, 17), bottom=(145, 33)
code=58136, textureId=14, prespace=0, width=16, advance=16, top=(145, 17), bottom=(161, 33)
code=58137, textureId=14, prespace=0, width=16, advance=16, top=(161, 17), bottom=(177, 33)
code=58138, textureId=14, prespace=0, width=16, advance=16, top=(177, 17), bottom=(193, 33)
code=58139, textureId=14, prespace=0, width=16, advance=16, top=(193, 17), bottom=(209, 33)
code=58140, textureId=14, prespace=0, width=16, advance=16, top=(209, 17), bottom=(225, 33)
code=58141, textureId=14, prespace=0, width=16, advance=16, top=(225, 17), bottom=(241, 33)
code=58142, textureId=14, prespace=0, width=16, advance=16, top=(241, 17), bottom=(257, 33)
code=58143, textureId=14, prespace=0, width=16, advance=16, top=(257, 17), bottom=(273, 33)
code=58144, textureId=14, prespace=0, width=16, advance=16, top=(273, 17), bottom=(289, 33)
code=58145, textureId=14, prespace=0, width=16, advance=16, top=(289, 17), bottom=(305, 33)
code=58146, textureId=14, prespace=0, width=16, advance=16, top=(305, 17), bottom=(321, 33)
code=58147, textureId=14, prespace=0, width=16, advance=16, top=(321, 17), bottom=(337, 33)
code=58148, textureId=14, prespace=0, width=16, advance=16, top=(337, 17), bottom=(353, 33)
code=58149, textureId=14, prespace=0, width=16, advance=16, top=(353, 17), bottom=(369, 33)
code=58150, textureId=14, prespace=0, width=16, advance=16, top=(369, 17), bottom=(385, 33)
code=58151, textureId=14, prespace=0, width=16, advance=16, top=(385, 17), bottom=(401, 33)
code=58152, textureId=14, prespace=0, width=16, advance=16, top=(401, 17), bottom=(417, 33)
code=58153, textureId=14, prespace=0, width=16, advance=16, top=(417, 17), bottom=(433, 33)
code=58154, textureId=14, prespace=0, width=16, advance=16, top=(433, 17), bottom=(449, 33)
code=58155, textureId=14, prespace=0, width=16, advance=16, top=(449, 17), bottom=(465, 33)
code=58156, textureId=14, prespace=0, width=16, advance=16, top=(465, 17), bottom=(481, 33)
code=58157, textureId=14, prespace=0, width=16, advance=16, top=(481, 17), bottom=(497, 33)
code=58158, textureId=14, prespace=0, width=16, advance=16, top=(1, 33), bottom=(17, 49)
code=58159, textureId=14, prespace=0, width=16, advance=16, top=(17, 33), bottom=(33, 49)
code=58160, textureId=14, prespace=0, width=16, advance=16, top=(33, 33), bottom=(49, 49)
code=58161, textureId=14, prespace=0, width=16, advance=16, top=(49, 33), bottom=(65, 49)
code=58162, textureId=14, prespace=0, width=16, advance=16, top=(65, 33), bottom=(81, 49)
code=58163, textureId=14, prespace=0, width=16, advance=16, top=(81, 33), bottom=(97, 49)
code=58164, textureId=14, prespace=0, width=16, advance=16, top=(97, 33), bottom=(113, 49)
